WKN;ARIVA_NAME;JAHR;JAHRES_UEBERSCHUSS;KGV
A2QKU6;cig_pannonia_life_insurance-aktie;2020;284 HUF;-
A2QKU6;cig_pannonia_life_insurance-aktie;2021;-;-
A1MMEV;sgt_german_private_equity_gmbh_co_kgaa-aktie;2016;-3 €;-
A1MMEV;sgt_german_private_equity_gmbh_co_kgaa-aktie;2017;2 €;13,30
A1MMEV;sgt_german_private_equity_gmbh_co_kgaa-aktie;2018;-1 €;-
A1MMEV;sgt_german_private_equity_gmbh_co_kgaa-aktie;2019;3 €;8,60
A1MMEV;sgt_german_private_equity_gmbh_co_kgaa-aktie;2020;-1 €;-
A1MMEV;sgt_german_private_equity_gmbh_co_kgaa-aktie;2021;-;-
A1MMEV;sgt_german_private_equity_gmbh_co_kgaa-aktie;2022;-;-
A14XB9;steinhoff_international_holdings-aktie;2016;1.437 €;13,70
A14XB9;steinhoff_international_holdings-aktie;2017;-4.036 €;-
A14XB9;steinhoff_international_holdings-aktie;2018;-1.247 €;-
A14XB9;steinhoff_international_holdings-aktie;2019;-1.622 €;-
A14XB9;steinhoff_international_holdings-aktie;2020;-2.272 €;-
A14XB9;steinhoff_international_holdings-aktie;2021;-974 €;-
A14XB9;steinhoff_international_holdings-aktie;2022;-;-
A0MSH6;addex_pharma-aktie;2016;-3 CHF;-
A0MSH6;addex_pharma-aktie;2017;-3 CHF;-
A0MSH6;addex_pharma-aktie;2018;-2 CHF;-
A0MSH6;addex_pharma-aktie;2019;-15 CHF;-
A0MSH6;addex_pharma-aktie;2020;-13 CHF;-
A0MSH6;addex_pharma-aktie;2021;-15 CHF;-
A0MSH6;addex_pharma-aktie;2022;-;-
890218;airesis-aktie;2016;-15 CHF;-5,79
890218;airesis-aktie;2017;-3 CHF;-22,80
890218;airesis-aktie;2018;-1 CHF;-124
890218;airesis-aktie;2019;-11 CHF;-6,56
890218;airesis-aktie;2020;-19 CHF;-2,95
890218;airesis-aktie;2021;-8 CHF;-5,58
890218;airesis-aktie;2022;-;-
A0LGDU;hansard_global-aktie;2017;8 GBX;9,68
A0LGDU;hansard_global-aktie;2018;7 GBX;5,85
A0LGDU;hansard_global-aktie;2019;5 GBX;8,28
A0LGDU;hansard_global-aktie;2020;5 GBX;12,33
A0LGDU;hansard_global-aktie;2021;5 GBX;16,88
A0LGDU;hansard_global-aktie;2022;4 GBX;16,67
A0LGDU;hansard_global-aktie;2023;-;-
A0ET25;takarek_mtg_bk_na_a-aktie;2015;-8.304 HUF;-
A0ET25;takarek_mtg_bk_na_a-aktie;2016;-11.048 HUF;-
A0ET25;takarek_mtg_bk_na_a-aktie;2017;-3.949 HUF;-
A0ET25;takarek_mtg_bk_na_a-aktie;2018;6.897 HUF;10,10
A0ET25;takarek_mtg_bk_na_a-aktie;2019;22.306 HUF;-
A0ET25;takarek_mtg_bk_na_a-aktie;2020;1.641 HUF;-
A0ET25;takarek_mtg_bk_na_a-aktie;2021;-;-
547930;varengold_bank-aktie;2016;-1 €;-12,95
547930;varengold_bank-aktie;2017;0 €;-
547930;varengold_bank-aktie;2018;1 €;76,40
547930;varengold_bank-aktie;2019;2 €;23,13
547930;varengold_bank-aktie;2020;2 €;21,65
547930;varengold_bank-aktie;2021;17 €;2,58
547930;varengold_bank-aktie;2022;-;-
A1X3YY;bastei_luebbe-aktie;2017;-13 €;-6,37
A1X3YY;bastei_luebbe-aktie;2018;1 €;62,60
A1X3YY;bastei_luebbe-aktie;2019;-6 €;-3,67
A1X3YY;bastei_luebbe-aktie;2020;7 €;3,53
A1X3YY;bastei_luebbe-aktie;2021;11 €;5,31
A1X3YY;bastei_luebbe-aktie;2022;-;-
A1X3YY;bastei_luebbe-aktie;2023;-;-
A3CMGN;hgears_ag-aktie;2016;-;-
A3CMGN;hgears_ag-aktie;2017;2 €;-
A3CMGN;hgears_ag-aktie;2018;-2 €;-
A3CMGN;hgears_ag-aktie;2019;-5 €;-
A3CMGN;hgears_ag-aktie;2020;7 €;-
A3CMGN;hgears_ag-aktie;2021;2 €;94,78
A3CMGN;hgears_ag-aktie;2022;-;-
884304;bed_bath_beyond-aktie;2017;425 $;13,20
884304;bed_bath_beyond-aktie;2018;-137 $;-21,02
884304;bed_bath_beyond-aktie;2019;-614 $;-3,35
884304;bed_bath_beyond-aktie;2020;-151 $;-8,79
884304;bed_bath_beyond-aktie;2021;-560 $;-4,78
884304;bed_bath_beyond-aktie;2022;-;-
884304;bed_bath_beyond-aktie;2023;-;-
FPH900;francotyp_postalia-aktie;2016;6 €;14,67
FPH900;francotyp_postalia-aktie;2017;5 €;15,93
FPH900;francotyp_postalia-aktie;2018;1 €;49,67
FPH900;francotyp_postalia-aktie;2019;2 €;31,64
FPH900;francotyp_postalia-aktie;2020;-15 €;-3,35
FPH900;francotyp_postalia-aktie;2021;0 €;-
FPH900;francotyp_postalia-aktie;2022;-;-
A0LR4P;hwa-aktie;2016;0 €;-
A0LR4P;hwa-aktie;2017;1 €;-
A0LR4P;hwa-aktie;2018;3 €;-
A0LR4P;hwa-aktie;2019;-8 €;-9,47
A0LR4P;hwa-aktie;2020;-11 €;-4,71
A0LR4P;hwa-aktie;2021;1 €;80,50
A0LR4P;hwa-aktie;2022;-;-
A2QH97;lion_e_mobility-aktie;2016;-;-
A2QH97;lion_e_mobility-aktie;2017;-1 CHF;-
A2QH97;lion_e_mobility-aktie;2018;-2 CHF;-
A2QH97;lion_e_mobility-aktie;2019;-1 CHF;-
A2QH97;lion_e_mobility-aktie;2020;-;-
A2QH97;lion_e_mobility-aktie;2021;-;-
A2QH97;lion_e_mobility-aktie;2022;-;-
783057;daldrup_soehne-aktie;2016;0 €;108,16
783057;daldrup_soehne-aktie;2017;0 €;295,38
783057;daldrup_soehne-aktie;2018;-17 €;-2,78
783057;daldrup_soehne-aktie;2019;-12 €;-1,89
783057;daldrup_soehne-aktie;2020;-5 €;-3,71
783057;daldrup_soehne-aktie;2021;1 €;38,46
783057;daldrup_soehne-aktie;2022;-;-
A1YC99;the_social_chain-aktie;2016;-;-
A1YC99;the_social_chain-aktie;2017;-1 €;-
A1YC99;the_social_chain-aktie;2018;-6 €;-
A1YC99;the_social_chain-aktie;2019;-28 €;-
A1YC99;the_social_chain-aktie;2020;-26 €;-11,67
A1YC99;the_social_chain-aktie;2021;-82 €;-6,84
A1YC99;the_social_chain-aktie;2022;-;-
A2ALS5;kuros_biosciences-aktie;2016;-20 CHF;-3,69
A2ALS5;kuros_biosciences-aktie;2017;-16 CHF;-
A2ALS5;kuros_biosciences-aktie;2018;-12 CHF;-0,82
A2ALS5;kuros_biosciences-aktie;2019;-11 CHF;-5,33
A2ALS5;kuros_biosciences-aktie;2020;-12 CHF;-5,77
A2ALS5;kuros_biosciences-aktie;2021;-8 CHF;-8,37
A2ALS5;kuros_biosciences-aktie;2022;-15 CHF;-3,65
A2N9MM;marinomed_biotech-aktie;2016;-2 €;-
A2N9MM;marinomed_biotech-aktie;2017;-2 €;-
A2N9MM;marinomed_biotech-aktie;2018;-12 €;-
A2N9MM;marinomed_biotech-aktie;2019;-7 €;-
A2N9MM;marinomed_biotech-aktie;2020;-6 €;-
A2N9MM;marinomed_biotech-aktie;2021;-6 €;-
A2N9MM;marinomed_biotech-aktie;2022;-;-
A0KFKB;accentro_real_estate-aktie;2016;26 €;-
A0KFKB;accentro_real_estate-aktie;2017;20 €;-
A0KFKB;accentro_real_estate-aktie;2018;18 €;-
A0KFKB;accentro_real_estate-aktie;2019;26 €;-
A0KFKB;accentro_real_estate-aktie;2020;17 €;-
A0KFKB;accentro_real_estate-aktie;2021;12 €;-
A0KFKB;accentro_real_estate-aktie;2022;-;-
896261;mcbride_plc_ls_10-aktie;2017;9 GBX;-
896261;mcbride_plc_ls_10-aktie;2018;3 GBX;-
896261;mcbride_plc_ls_10-aktie;2019;8 GBX;-
896261;mcbride_plc_ls_10-aktie;2020;7 GBX;-
896261;mcbride_plc_ls_10-aktie;2021;13 GBX;14,29
896261;mcbride_plc_ls_10-aktie;2022;-36 GBX;-0,92
896261;mcbride_plc_ls_10-aktie;2023;-;-
A2ANWB;gaia_inc_a_dl_0001-aktie;2016;87 $;-
A2ANWB;gaia_inc_a_dl_0001-aktie;2017;-23 $;-
A2ANWB;gaia_inc_a_dl_0001-aktie;2018;-34 $;-5,48
A2ANWB;gaia_inc_a_dl_0001-aktie;2019;-18 $;-8,07
A2ANWB;gaia_inc_a_dl_0001-aktie;2020;1 $;329,33
A2ANWB;gaia_inc_a_dl_0001-aktie;2021;4 $;45,11
A2ANWB;gaia_inc_a_dl_0001-aktie;2022;-3 $;-15,87
A2G8XP;aifinyo_ag-aktie;2016;-;-
A2G8XP;aifinyo_ag-aktie;2017;0 €;-
A2G8XP;aifinyo_ag-aktie;2018;0 €;-
A2G8XP;aifinyo_ag-aktie;2019;0 €;-
A2G8XP;aifinyo_ag-aktie;2020;-3 €;-26,80
A2G8XP;aifinyo_ag-aktie;2021;0 €;-
A2G8XP;aifinyo_ag-aktie;2022;-;-
A0ETPA;forsys_metals-aktie;2016;-1 CA$;-5,80
A0ETPA;forsys_metals-aktie;2017;-75 CA$;-0,22
A0ETPA;forsys_metals-aktie;2018;0 CA$;-
A0ETPA;forsys_metals-aktie;2019;-1 CA$;-7,86
A0ETPA;forsys_metals-aktie;2020;-1 CA$;-
A0ETPA;forsys_metals-aktie;2021;-4 CA$;-
A0ETPA;forsys_metals-aktie;2022;-;-
940883;ad_pepper_media-aktie;2016;1 €;80
940883;ad_pepper_media-aktie;2017;1 €;116,33
940883;ad_pepper_media-aktie;2018;0 €;247
940883;ad_pepper_media-aktie;2019;1 €;49,83
940883;ad_pepper_media-aktie;2020;4 €;28,94
940883;ad_pepper_media-aktie;2021;2 €;297
940883;ad_pepper_media-aktie;2022;-;-
A0KF6M;hanseyachts-aktie;2017;3 €;23,81
A0KF6M;hanseyachts-aktie;2018;-2 €;-44,73
A0KF6M;hanseyachts-aktie;2019;3 €;19,55
A0KF6M;hanseyachts-aktie;2020;-16 €;-2,68
A0KF6M;hanseyachts-aktie;2021;-9 €;-8,36
A0KF6M;hanseyachts-aktie;2022;-19 €;-2,81
A0KF6M;hanseyachts-aktie;2023;-;-
A1X3W0;medigene-aktie;2016;-9 €;-30,39
A1X3W0;medigene-aktie;2017;-14 €;-23,09
A1X3W0;medigene-aktie;2018;-17 €;-10,72
A1X3W0;medigene-aktie;2019;-20 €;-4,99
A1X3W0;medigene-aktie;2020;-29 €;-3
A1X3W0;medigene-aktie;2021;-10 €;-6,89
A1X3W0;medigene-aktie;2022;-;-
A3DRAE;smt_scharf-aktie;2016;2 €;30,80
A3DRAE;smt_scharf-aktie;2017;4 €;15,80
A3DRAE;smt_scharf-aktie;2018;5 €;11,70
A3DRAE;smt_scharf-aktie;2019;6 €;8,30
A3DRAE;smt_scharf-aktie;2020;-8 €;-
A3DRAE;smt_scharf-aktie;2021;13 €;5,80
A3DRAE;smt_scharf-aktie;2022;-;-
A2YN77;pferdewetten_de-aktie;2016;2 €;20
A2YN77;pferdewetten_de-aktie;2017;3 €;20,20
A2YN77;pferdewetten_de-aktie;2018;-1 €;-
A2YN77;pferdewetten_de-aktie;2019;3 €;14,30
A2YN77;pferdewetten_de-aktie;2020;2 €;32,90
A2YN77;pferdewetten_de-aktie;2021;0 €;-
A2YN77;pferdewetten_de-aktie;2022;-;-
895464;pharol-aktie;2016;-;-
895464;pharol-aktie;2017;-806 €;-
895464;pharol-aktie;2018;-6 €;-
895464;pharol-aktie;2019;21 €;-
895464;pharol-aktie;2020;-14 €;-
895464;pharol-aktie;2021;-2 €;-
895464;pharol-aktie;2022;-;-
A0V9LA;datron-aktie;2016;2 €;18,75
A0V9LA;datron-aktie;2017;4 €;13,31
A0V9LA;datron-aktie;2018;4 €;12,47
A0V9LA;datron-aktie;2019;3 €;15,92
A0V9LA;datron-aktie;2020;1 €;24,32
A0V9LA;datron-aktie;2021;4 €;12,50
A0V9LA;datron-aktie;2022;-;-
593273;yoc-aktie;2016;-2 €;-6,92
593273;yoc-aktie;2017;-1 €;-51,76
593273;yoc-aktie;2018;0 €;-74
593273;yoc-aktie;2019;0 €;-28
593273;yoc-aktie;2020;0 €;100
593273;yoc-aktie;2021;2 €;266
593273;yoc-aktie;2022;-;-
A3H3L4;2invest-aktie;2016;-4 €;-
A3H3L4;2invest-aktie;2017;-3 €;-
A3H3L4;2invest-aktie;2018;0 €;-
A3H3L4;2invest-aktie;2019;-3 €;-
A3H3L4;2invest-aktie;2020;55 €;-
A3H3L4;2invest-aktie;2021;-2 €;-
A3H3L4;2invest-aktie;2022;-;-
521830;mobotix-aktie;2017;-6 €;-
521830;mobotix-aktie;2018;0 €;-
521830;mobotix-aktie;2019;1 €;-
521830;mobotix-aktie;2020;5 €;-
521830;mobotix-aktie;2021;0 €;-
521830;mobotix-aktie;2022;-;-
521830;mobotix-aktie;2023;-;-
A2PXQD;tubesolar_ag-aktie;2016;-;-
A2PXQD;tubesolar_ag-aktie;2017;-;-
A2PXQD;tubesolar_ag-aktie;2018;-;-
A2PXQD;tubesolar_ag-aktie;2019;-;-
A2PXQD;tubesolar_ag-aktie;2020;-1 €;-
A2PXQD;tubesolar_ag-aktie;2021;-2 €;-
A2PXQD;tubesolar_ag-aktie;2022;-;-
A0B65S;paion-aktie;2016;-20 €;-8,74
A0B65S;paion-aktie;2017;-12 €;-15,99
A0B65S;paion-aktie;2018;-10 €;-15,43
A0B65S;paion-aktie;2019;-7 €;-20,30
A0B65S;paion-aktie;2020;2 €;80
A0B65S;paion-aktie;2021;-22 €;-4,17
A0B65S;paion-aktie;2022;-;-
A3E5C2;mhp_hotel_inh-aktie;2015;0 €;-
A3E5C2;mhp_hotel_inh-aktie;2016;-2 €;-
A3E5C2;mhp_hotel_inh-aktie;2017;-1 €;-
A3E5C2;mhp_hotel_inh-aktie;2018;-1 €;-
A3E5C2;mhp_hotel_inh-aktie;2019;0 €;-
A3E5C2;mhp_hotel_inh-aktie;2020;0 €;-
A3E5C2;mhp_hotel_inh-aktie;2021;0 €;-
503200;alexanderwerk-aktie;2016;3 €;2,60
503200;alexanderwerk-aktie;2017;5 €;5,40
503200;alexanderwerk-aktie;2018;4 €;6,40
503200;alexanderwerk-aktie;2019;3 €;13
503200;alexanderwerk-aktie;2020;3 €;11,70
503200;alexanderwerk-aktie;2021;5 €;11,90
503200;alexanderwerk-aktie;2022;-;-
A0DNAY;bet_at_home_com-aktie;2016;31 €;18,10
A0DNAY;bet_at_home_com-aktie;2017;33 €;22,23
A0DNAY;bet_at_home_com-aktie;2018;33 €;9,85
A0DNAY;bet_at_home_com-aktie;2019;18 €;20,66
A0DNAY;bet_at_home_com-aktie;2020;23 €;9,59
A0DNAY;bet_at_home_com-aktie;2021;11 €;7,96
A0DNAY;bet_at_home_com-aktie;2022;-;-
585518;ms_industrie-aktie;2016;4 €;11,82
585518;ms_industrie-aktie;2017;7 €;8,88
585518;ms_industrie-aktie;2018;7 €;16,13
585518;ms_industrie-aktie;2019;17 €;3,54
585518;ms_industrie-aktie;2020;-7 €;-6,10
585518;ms_industrie-aktie;2021;-4 €;-11
585518;ms_industrie-aktie;2022;-;-
564793;edding-aktie;2016;7 €;13,50
564793;edding-aktie;2017;8 €;13,90
564793;edding-aktie;2018;7 €;12,60
564793;edding-aktie;2019;7 €;11,90
564793;edding-aktie;2020;6 €;12,80
564793;edding-aktie;2021;2 €;34,30
564793;edding-aktie;2022;-;-
656940;albis_leasing-aktie;2016;3 €;18,71
656940;albis_leasing-aktie;2017;4 €;16,15
656940;albis_leasing-aktie;2018;4 €;13,67
656940;albis_leasing-aktie;2019;2 €;37,56
656940;albis_leasing-aktie;2020;1 €;99,33
656940;albis_leasing-aktie;2021;2 €;38,25
656940;albis_leasing-aktie;2022;-;-
A25420;meta_wolf_ag-aktie;2016;-;-
A25420;meta_wolf_ag-aktie;2017;0 €;-
A25420;meta_wolf_ag-aktie;2018;0 €;-
A25420;meta_wolf_ag-aktie;2019;58 €;0,10
A25420;meta_wolf_ag-aktie;2020;0 €;-
A25420;meta_wolf_ag-aktie;2021;0 €;-
A25420;meta_wolf_ag-aktie;2022;-;-
A0B7AP;raba_automotive-aktie;2015;1.952 HUF;8,80
A0B7AP;raba_automotive-aktie;2016;1.378 HUF;11,20
A0B7AP;raba_automotive-aktie;2017;1.569 HUF;9,70
A0B7AP;raba_automotive-aktie;2018;1.197 HUF;13,80
A0B7AP;raba_automotive-aktie;2019;572 HUF;26,90
A0B7AP;raba_automotive-aktie;2020;-1.030 HUF;-
A0B7AP;raba_automotive-aktie;2021;-;-
549562;geratherm_medical-aktie;2016;2 €;26,12
549562;geratherm_medical-aktie;2017;1 €;86,43
549562;geratherm_medical-aktie;2018;1 €;38,48
549562;geratherm_medical-aktie;2019;1 €;77,27
549562;geratherm_medical-aktie;2020;2 €;26,59
549562;geratherm_medical-aktie;2021;0 €;-
549562;geratherm_medical-aktie;2022;-;-
A1X3WX;erwe_immobilien-aktie;2016;0 €;-
A1X3WX;erwe_immobilien-aktie;2017;0 €;-
A1X3WX;erwe_immobilien-aktie;2018;4 €;-
A1X3WX;erwe_immobilien-aktie;2019;8 €;6,48
A1X3WX;erwe_immobilien-aktie;2020;0 €;207
A1X3WX;erwe_immobilien-aktie;2021;-9 €;-33,11
A1X3WX;erwe_immobilien-aktie;2022;-;-
A1K037;artnet-aktie;2016;1 €;20,54
A1K037;artnet-aktie;2017;1 €;32,02
A1K037;artnet-aktie;2018;1 €;13,50
A1K037;artnet-aktie;2019;0 €;-
A1K037;artnet-aktie;2020;2 €;19,29
A1K037;artnet-aktie;2021;-1 €;-92,73
A1K037;artnet-aktie;2022;-;-
501824;mothercare-aktie;2016;8 GBX;56,05
501824;mothercare-aktie;2017;-76 GBX;-3,85
501824;mothercare-aktie;2018;-97 GBX;-0,42
501824;mothercare-aktie;2019;13 GBX;6,03
501824;mothercare-aktie;2020;-22 GBX;-0,50
501824;mothercare-aktie;2021;12 GBX;8,25
501824;mothercare-aktie;2022;-;-
549227;gieag_immobilien-aktie;2016;-2 €;65
549227;gieag_immobilien-aktie;2017;-1 €;-
549227;gieag_immobilien-aktie;2018;27 €;1,60
549227;gieag_immobilien-aktie;2019;-6 €;-
549227;gieag_immobilien-aktie;2020;16 €;5,30
549227;gieag_immobilien-aktie;2021;30 €;3
549227;gieag_immobilien-aktie;2022;-;-
A2DYYE;valartis_group-aktie;2016;-43 CHF;-0,74
A2DYYE;valartis_group-aktie;2017;-2 CHF;-18,38
A2DYYE;valartis_group-aktie;2018;-7 CHF;-6,09
A2DYYE;valartis_group-aktie;2019;2 CHF;16,19
A2DYYE;valartis_group-aktie;2020;-11 CHF;-3,28
A2DYYE;valartis_group-aktie;2021;6 CHF;9,20
A2DYYE;valartis_group-aktie;2022;-;-
604400;maternus_kliniken-aktie;2016;1 €;21,18
604400;maternus_kliniken-aktie;2017;-1 €;-28,59
604400;maternus_kliniken-aktie;2018;-2 €;-22,75
604400;maternus_kliniken-aktie;2019;-10 €;-4,35
604400;maternus_kliniken-aktie;2020;-10 €;-9,48
604400;maternus_kliniken-aktie;2021;-2 €;-39,67
604400;maternus_kliniken-aktie;2022;-;-
A0MK5R;gem_diamonds-aktie;2016;-159 GBX;-
A0MK5R;gem_diamonds-aktie;2017;5 GBX;-
A0MK5R;gem_diamonds-aktie;2018;26 GBX;-
A0MK5R;gem_diamonds-aktie;2019;3 GBX;-
A0MK5R;gem_diamonds-aktie;2020;14 GBX;-
A0MK5R;gem_diamonds-aktie;2021;15 GBX;-
A0MK5R;gem_diamonds-aktie;2022;30 GBX;-
515600;gigaset-aktie;2016;4 €;20,50
515600;gigaset-aktie;2017;8 €;8,70
515600;gigaset-aktie;2018;3 €;9,83
515600;gigaset-aktie;2019;11 €;3,40
515600;gigaset-aktie;2020;-10 €;-3,75
515600;gigaset-aktie;2021;0 €;-
515600;gigaset-aktie;2022;-;-
620140;peh_wertpapier-aktie;2016;-1 €;-
620140;peh_wertpapier-aktie;2017;4 €;13,60
620140;peh_wertpapier-aktie;2018;0 €;92,50
620140;peh_wertpapier-aktie;2019;1 €;35,10
620140;peh_wertpapier-aktie;2020;2 €;14,10
620140;peh_wertpapier-aktie;2021;6 €;7
620140;peh_wertpapier-aktie;2022;-;-
A2AAA7;seven_principles-aktie;2016;-2 €;-11,31
A2AAA7;seven_principles-aktie;2017;0 €;-
A2AAA7;seven_principles-aktie;2018;0 €;-
A2AAA7;seven_principles-aktie;2019;-3 €;-13,26
A2AAA7;seven_principles-aktie;2020;0 €;-72,73
A2AAA7;seven_principles-aktie;2021;2 €;17,06
A2AAA7;seven_principles-aktie;2022;-;-
A0Z26C;gore_germ_off_r_e_na_on-aktie;2015;-;-
A0Z26C;gore_germ_off_r_e_na_on-aktie;2016;2 €;-
A0Z26C;gore_germ_off_r_e_na_on-aktie;2017;-1 €;-
A0Z26C;gore_germ_off_r_e_na_on-aktie;2018;0 €;-
A0Z26C;gore_germ_off_r_e_na_on-aktie;2019;0 €;-
A0Z26C;gore_germ_off_r_e_na_on-aktie;2020;-1 €;-185
A0Z26C;gore_germ_off_r_e_na_on-aktie;2021;0 €;-302
A0KFUJ;kromi_logistik-aktie;2017;1 €;49,30
A0KFUJ;kromi_logistik-aktie;2018;-2 €;-24,59
A0KFUJ;kromi_logistik-aktie;2019;-1 €;-29,26
A0KFUJ;kromi_logistik-aktie;2020;-3 €;-6,34
A0KFUJ;kromi_logistik-aktie;2021;0 €;114,38
A0KFUJ;kromi_logistik-aktie;2022;1 €;20,96
A0KFUJ;kromi_logistik-aktie;2023;-;-
A0J2XW;cineworld_group-aktie;2016;101 GBX;-
A0J2XW;cineworld_group-aktie;2017;136 GBX;-
A0J2XW;cineworld_group-aktie;2018;284 GBX;-
A0J2XW;cineworld_group-aktie;2019;180 GBX;-
A0J2XW;cineworld_group-aktie;2020;-2.652 GBX;-
A0J2XW;cineworld_group-aktie;2021;-566 GBX;-
A0J2XW;cineworld_group-aktie;2022;-;-
526160;bremer_lagerhaus-aktie;2016;27 €;37,80
526160;bremer_lagerhaus-aktie;2017;30 €;26,90
526160;bremer_lagerhaus-aktie;2018;31 €;17,30
526160;bremer_lagerhaus-aktie;2019;28 €;33,40
526160;bremer_lagerhaus-aktie;2020;-121 €;41,40
526160;bremer_lagerhaus-aktie;2021;48 €;35,30
526160;bremer_lagerhaus-aktie;2022;-;-
A161N1;your_family_entertainment-aktie;2016;-3 €;-
A161N1;your_family_entertainment-aktie;2017;1 €;19,90
A161N1;your_family_entertainment-aktie;2018;-4 €;-
A161N1;your_family_entertainment-aktie;2019;-2 €;-
A161N1;your_family_entertainment-aktie;2020;0 €;-
A161N1;your_family_entertainment-aktie;2021;0 €;-199,89
A161N1;your_family_entertainment-aktie;2022;-;-
A0LGV4;warimpex-aktie;2016;17 €;2,40
A0LGV4;warimpex-aktie;2017;41 €;1,90
A0LGV4;warimpex-aktie;2018;6 €;9,10
A0LGV4;warimpex-aktie;2019;62 €;1,40
A0LGV4;warimpex-aktie;2020;-30 €;-
A0LGV4;warimpex-aktie;2021;12 €;4,70
A0LGV4;warimpex-aktie;2022;-;-
609710;infas_holding-aktie;2016;0 €;120,50
609710;infas_holding-aktie;2017;2 €;12,80
609710;infas_holding-aktie;2018;2 €;13,40
609710;infas_holding-aktie;2019;1 €;22,80
609710;infas_holding-aktie;2020;2 €;18,40
609710;infas_holding-aktie;2021;0 €;-
609710;infas_holding-aktie;2022;-;-
587484;intica_systems-aktie;2016;0 €;59,39
587484;intica_systems-aktie;2017;1 €;47,89
587484;intica_systems-aktie;2018;-1 €;-20,32
587484;intica_systems-aktie;2019;1 €;28,85
587484;intica_systems-aktie;2020;0 €;-285
587484;intica_systems-aktie;2021;2 €;244
587484;intica_systems-aktie;2022;-;-
A25421;intershop_communications-aktie;2016;-3 €;-15,23
A25421;intershop_communications-aktie;2017;-1 €;-104,26
A25421;intershop_communications-aktie;2018;-7 €;-8,23
A25421;intershop_communications-aktie;2019;-7 €;-6,31
A25421;intershop_communications-aktie;2020;1 €;52,33
A25421;intershop_communications-aktie;2021;1 €;133
A25421;intershop_communications-aktie;2022;-;-
A2NB7S;traumhaus_ag-aktie;2015;-;-
A2NB7S;traumhaus_ag-aktie;2016;0 €;-
A2NB7S;traumhaus_ag-aktie;2017;6 €;-
A2NB7S;traumhaus_ag-aktie;2018;4 €;-
A2NB7S;traumhaus_ag-aktie;2019;3 €;-
A2NB7S;traumhaus_ag-aktie;2020;4 €;-
A2NB7S;traumhaus_ag-aktie;2021;7 €;-
893975;wolford-aktie;2016;-18 €;-
893975;wolford-aktie;2017;-12 €;-
893975;wolford-aktie;2018;-11 €;-
893975;wolford-aktie;2019;-27 €;-
893975;wolford-aktie;2020;19 €;-
893975;wolford-aktie;2021;-12 €;-
893975;wolford-aktie;2022;-;-
A0KEXC;vectron_systems_ag-aktie;2016;2 €;-
A0KEXC;vectron_systems_ag-aktie;2017;1 €;-
A0KEXC;vectron_systems_ag-aktie;2018;-4 €;-
A0KEXC;vectron_systems_ag-aktie;2019;-1 €;-
A0KEXC;vectron_systems_ag-aktie;2020;-2 €;-
A0KEXC;vectron_systems_ag-aktie;2021;2 €;-
A0KEXC;vectron_systems_ag-aktie;2022;-;-
575440;ls_telcom-aktie;2017;-5 €;-6,78
575440;ls_telcom-aktie;2018;-2 €;-13,51
575440;ls_telcom-aktie;2019;2 €;22,58
575440;ls_telcom-aktie;2020;-2 €;-12,68
575440;ls_telcom-aktie;2021;0 €;-345
575440;ls_telcom-aktie;2022;2 €;15,31
575440;ls_telcom-aktie;2023;-;-
A1TNNN;a_s_creation_tapeten-aktie;2016;7 €;11,11
A1TNNN;a_s_creation_tapeten-aktie;2017;-18 €;-3,21
A1TNNN;a_s_creation_tapeten-aktie;2018;-6 €;-4,86
A1TNNN;a_s_creation_tapeten-aktie;2019;14 €;3,24
A1TNNN;a_s_creation_tapeten-aktie;2020;1 €;30,19
A1TNNN;a_s_creation_tapeten-aktie;2021;4 €;158,33
A1TNNN;a_s_creation_tapeten-aktie;2022;-;-
A0M7MS;sportech-aktie;2016;13 GBX;16,83
A0M7MS;sportech-aktie;2017;-24 GBX;-8,85
A0M7MS;sportech-aktie;2018;-3 GBX;-40
A0M7MS;sportech-aktie;2019;-14 GBX;-5,12
A0M7MS;sportech-aktie;2020;-13 GBX;-4,36
A0M7MS;sportech-aktie;2021;35 GBX;1,29
A0M7MS;sportech-aktie;2022;-;-
665610;mwb_fairtrade_wertpapierhandelsbank-aktie;2016;3 €;-
665610;mwb_fairtrade_wertpapierhandelsbank-aktie;2017;4 €;-
665610;mwb_fairtrade_wertpapierhandelsbank-aktie;2018;1 €;-
665610;mwb_fairtrade_wertpapierhandelsbank-aktie;2019;2 €;8,50
665610;mwb_fairtrade_wertpapierhandelsbank-aktie;2020;18 €;3,99
665610;mwb_fairtrade_wertpapierhandelsbank-aktie;2021;12 €;7,60
665610;mwb_fairtrade_wertpapierhandelsbank-aktie;2022;-;-
A1TNU6;sts_group-aktie;2016;8 €;-
A1TNU6;sts_group-aktie;2017;47 €;-
A1TNU6;sts_group-aktie;2018;-5 €;-12,63
A1TNU6;sts_group-aktie;2019;-12 €;-2,75
A1TNU6;sts_group-aktie;2020;-16 €;-1,53
A1TNU6;sts_group-aktie;2021;2 €;28,93
A1TNU6;sts_group-aktie;2022;-;-
A254W5;pyramid_ag-aktie;2016;-30 €;-
A254W5;pyramid_ag-aktie;2017;0 €;151,80
A254W5;pyramid_ag-aktie;2018;-5 €;-
A254W5;pyramid_ag-aktie;2019;-2 €;-
A254W5;pyramid_ag-aktie;2020;-1 €;-
A254W5;pyramid_ag-aktie;2021;-2 €;-
A254W5;pyramid_ag-aktie;2022;-;-
